grid_id,yolcu_per_stop_weekday,sefer_per_stop_weekday,kapasite_per_stop_weekday,doluluk_orani_weekday,kapasite_kullanimi_weekday,stop_count_weekday,yolcu_per_stop_weekend,sefer_per_stop_weekend,kapasite_per_stop_weekend,doluluk_orani_weekend,kapasite_kullanimi_weekend,stop_count_weekend,util_change,high_weekend_variance
39.7658_32.8,0.695053665850455,0.020677269897051025,2.3748369096111968,39.53965863453815,28.859067984248384,11.927710843373495,0.62886460554371,0.02166844349680167,3.2472281449893385,18.925373134328357,18.874850300462796,4.0,9.984217683785587,False
39.7658_32.8118,18.67875497420809,0.267077934590005,35.11311677900367,37.494906560312906,52.52580672299088,131.4156626506024,15.345794610310909,0.2527376986689379,36.50039417892602,24.77308576837377,41.7322513697843,79.26865671641791,10.793555353206578,False
39.7658_32.8235,0.47143994548690843,0.012802667683040964,1.8378806628977677,38.20180722891566,25.259035040614467,1.9939759036144578,0.4192430703624733,0.014445628997867731,2.164818763326226,18.925373134328357,18.874850300462796,1.0,6.384184740151671,False
39.7658_32.8471,0.10521780609026139,0.006058717629137182,0.8323716321223591,12.69578313253012,12.660766019977459,4.024096385542169,0.03364404033472479,0.002516154857894354,0.40174605897714494,8.716417910447761,8.682165210812299,4.0,3.97860080916516,False
39.7658_32.9882,0.022702504879635606,0.00128497072218603,0.14155823031880285,15.93125,15.89153272850661,2.0125,0.01429326610279761,0.0012809043591411374,0.14061483409238776,10.046875,10.004367770173994,2.0,5.887164958332615,False
39.7748_32.3765,0.334943974966741,0.006799359178549339,0.9590961044801288,35.65060240963855,35.634944736871034,2.0120481927710845,0.204452078642557,0.004804902393166357,0.6630301060792461,31.149253731343283,31.100965773966465,2.0,4.53397896290457,False
39.7748_32.3882,0.334943974966741,0.006799359178549339,0.9590961044801288,35.65060240963855,35.634944736871034,4.024096385542169,0.204452078642557,0.004804902393166357,0.6630301060792461,31.149253731343283,31.100965773966465,4.0,4.53397896290457,False
39.7748_32.4,1.3804855761384112,0.040840863809937296,5.018954751447239,29.97991967871486,27.600148640594277,9.05421686746988,0.8321493710332628,0.02719598276691944,3.3867856850199898,26.024875621890548,25.098383505536745,9.0,2.501765135057532,False
39.7748_32.4118,0.334943974966741,0.006799359178549339,0.9590961044801288,35.65060240963855,35.634944736871034,1.0060240963855422,0.204452078642557,0.004804902393166357,0.6630301060792461,31.149253731343283,31.100965773966465,1.0,4.53397896290457,False
39.7748_32.4235,0.334943974966741,0.006799359178549339,0.9590961044801288,35.65060240963855,35.634944736871034,2.0120481927710845,0.204452078642557,0.004804902393166357,0.6630301060792461,31.149253731343283,31.100965773966465,2.0,4.53397896290457,False
39.7748_32.4353,0.33494397496674094,0.006799359178549339,0.9590961044801288,35.65060240963855,35.634944736871034,5.030120481927711,0.204452078642557,0.004804902393166357,0.6630301060792461,31.149253731343283,31.100965773966465,5.0,4.53397896290457,False
39.7748_32.5059,1.9032563767242463,0.0578616161256313,7.048884074930793,27.14457831325301,27.136583097915736,6.036144578313253,1.1459980172286157,0.03839152295379599,4.748663474490361,23.46268656716418,24.714708096493215,6.0,2.4218750014225208,False
39.7748_32.5176,0.8237413941480206,0.07094449225473318,9.93222891566265,8.289156626506024,8.25301204819277,2.0120481927710845,0.43017057569296374,0.06609808102345413,9.236673773987206,4.656716417910448,4.656441295825022,2.0,3.5965707523677484,False
39.7748_32.5882,2.569201807228916,0.15173192771084337,21.265361445783135,11.936746987951807,11.96787792871465,4.024096385542169,1.133823529411765,0.09558823529411764,13.382352941176471,8.558823529411764,8.518907563025211,4.0,3.448970365689439,False
39.7748_32.6588,0.3325966657326982,0.0034349607733258074,0.5690319417203699,59.16566265060241,59.11306729701739,1.0060240963855422,0.1694116626171468,0.0018136063866712657,0.3523082263103089,49.298507462686565,49.26253934409585,1.0,9.850527952921539,False
39.7748_32.6706,1.51529623053766,0.02088375247095605,3.1964546089903716,44.01144578313253,47.39521160870566,20.048192771084338,1.19637998522348,0.01888657485970138,3.0368362883756714,37.94776119402985,39.57431483309902,16.0,7.820896775606641,False
