grid_id,grid_lat_x,grid_lon_x,stop_count,yolcu_per_stop,sefer_per_stop,kapasite_per_stop,doluluk_orani,kapasite_kullanimi,reconstruction_error,anomaly_autoencoder,anomaly_score_if,anomaly_isolation_forest,lof_score,anomaly_lof,graph_anomaly_score,anomaly_graph,anomaly_count,anomaly_consensus,embedding_instability,grid_lat_y,grid_lon_y,regime_shift_embedding,cluster_switch_rate,regime_shift_clustering,regime_shift_consensus,critical_grid
40.0541_33.0588,40.054054054054056,33.05882352941176,10.042918454935622,0.19940381955864053,0.00394917196593485,0.5836399180443401,33.78969957081545,33.79460248989681,0.0011937670311179026,False,-0.3889908582741852,False,-1.4852368094716684,False,0.11685775318831154,False,0,False,0.6581481752027959,40.054054054054056,33.05882352941176,False,0.33620689655172414,False,False,False
40.0541_33.0706,40.054054054054056,33.07058823529412,5.021459227467811,0.19940381955864053,0.00394917196593485,0.5836399180443401,33.78969957081545,33.79460248989681,0.0010601185646513956,False,-0.38341364183228566,False,-1.8593531620780737,True,0.05842887659415574,False,1,False,0.6585172367567587,40.054054054054056,33.07058823529412,False,0.33620689655172414,False,False,False
40.0631_32.4706,40.06306306306306,32.47058823529412,8.815450643776824,1.0538885300198357,0.030626715598995418,2.616667101294801,38.147567954220314,40.8238826845535,0.0007925049540060729,False,-0.3879722001790284,False,-1.0285852101554054,False,0.0,False,0,False,0.5020476542284217,40.06306306306306,32.47058823529412,False,0.11206896551724138,False,False,False
40.0631_32.4824,40.06306306306306,32.48235294117647,8.815450643776824,1.0538885300198357,0.030626715598995418,2.616667101294801,38.147567954220314,40.8238826845535,0.0007925049540060729,False,-0.3879722001790284,False,-1.0285852101554054,False,0.0,False,0,False,0.5020476542284217,40.06306306306306,32.48235294117647,False,0.11206896551724138,False,False,False
40.0631_32.6,40.06306306306306,32.6,7.012875536480687,4.129744841196134,0.1459896190065107,14.989206833047437,32.66871040261598,27.634359834015246,0.013374829573156737,False,-0.44349002094233386,False,-1.3411224663723487,False,0.2411463193552604,False,0,False,0.36162311307731554,40.06306306306306,32.6,False,0.3017241379310345,False,False,False
40.0631_32.7412,40.06306306306306,32.74117647058824,2.484978540772532,4.159574129193185,0.06179742668085054,9.045028648007097,46.66881258941345,46.08390627796692,0.0027257125113753257,False,-0.38463632958517435,False,-1.0143250772426093,False,0.2505949596149349,False,0,False,0.5386235919786785,40.06306306306306,32.74117647058824,False,0.22413793103448276,False,False,False
40.0631_32.7529,40.06306306306306,32.752941176470586,9.939914163090128,4.159574129193185,0.06179742668085054,9.045028648007097,46.66881258941345,46.08390627796692,0.003131542058495446,False,-0.38127419786888705,False,-0.9955887838919153,False,0.014457401516246193,False,0,False,0.5426954547971611,40.06306306306306,32.752941176470586,False,0.23275862068965517,False,False,False
40.0631_32.8235,40.06306306306306,32.8235294117647,7.030042918454936,1.743873506250909,0.032908426710751684,5.595489697377467,33.12323727774371,30.775518076597184,0.003633189493244598,False,-0.38358445275209824,False,-1.2953721571973624,False,0.6002602893602779,False,0,False,0.4602416070026497,40.06306306306306,32.8235294117647,False,0.28448275862068967,False,False,False
40.0631_32.8353,40.06306306306306,32.83529411764706,10.042918454935622,2.284323545001238,0.04121897052201664,7.493574793258662,28.085836909871244,30.142420561396598,0.0010777804555887954,False,-0.3961268288502545,False,-1.3877055488864152,False,0.46958175660870166,False,0,False,0.4683901606849338,40.06306306306306,32.83529411764706,False,0.3275862068965517,False,False,False
40.0631_32.8471,40.06306306306306,32.84705882352941,3.015,0.38636363636363635,0.015757575757575755,1.6534848484848488,11.815,11.811946816031929,0.001386253738868473,False,-0.4277729091514274,False,-1.0156851953600017,False,2.3980661194872517,False,0,False,1.2481679682473972,40.06306306306306,32.84705882352941,True,0.21120689655172414,False,True,False
40.0631_32.8941,40.06306306306306,32.89411764705882,11.047210300429185,0.41153092340217157,0.005903351809389707,1.0493528327238524,37.711080764728834,37.480943212675385,0.0017673453258801831,False,-0.39215699780266194,False,-1.037979201001803,False,0.43279392823201296,False,0,False,0.6566103478654977,40.06306306306306,32.89411764705882,False,0.25862068965517243,False,False,False
40.0631_32.9059,40.06306306306306,32.90588235294118,6.0257510729613735,1.205476044730985,0.015511192634409513,2.3548889947449876,47.25107296137339,49.43794656863511,0.0007299113661267139,False,-0.3925041734186534,False,-1.0161112994016706,False,1.0858103192604027,False,0,False,0.7031021407229525,40.06306306306306,32.90588235294118,False,0.33620689655172414,False,False,False
40.0631_32.9176,40.06306306306306,32.917647058823526,76.67811158798283,6.68084161193909,0.08115913526117992,16.125556578356555,31.138477797505384,40.56819061582233,0.013682150916356143,False,-0.4858954322734259,False,-1.3307645538948125,False,1.2261362203990547,False,0,False,0.3667706650374845,40.06306306306306,32.917647058823526,False,0.15517241379310345,False,False,False
40.0631_32.9294,40.06306306306306,32.92941176470588,43.26609442060086,14.493986130079033,0.17665518341096892,31.85446940928654,44.39925916216464,44.41751247809911,0.004690160266995983,False,-0.43060168306028046,False,-1.0224234262652776,False,0.6830860118993841,False,0,False,0.4387081775881312,40.06306306306306,32.92941176470588,False,0.2025862068965517,False,False,False
40.0631_32.9412,40.06306306306306,32.94117647058823,5.884120171673819,10.442438249168715,0.13900250072544776,23.780950586501223,44.498354792560804,43.769675796060994,0.0037604802689369266,False,-0.4134267984355552,False,-1.1179346664159466,False,0.7946814706543157,False,0,False,0.3614679072661888,40.06306306306306,32.94117647058823,False,0.20689655172413793,False,False,False
40.0631_32.9529,40.06306306306306,32.95294117647059,2.0085836909871246,0.22488363658344918,0.0057476475447822166,0.8089020532350037,26.454935622317596,26.48221949724096,0.0007757347300103437,False,-0.38222617427157474,False,-0.9739581028244245,False,1.1452060771903538,False,0,False,0.6929131437462535,40.06306306306306,32.95294117647059,False,0.3706896551724138,False,False,False
40.0631_32.9647,40.06306306306306,32.96470588235294,28.120171673819744,2.800506865658426,0.04595269760344208,5.987846953468872,41.12262415695893,46.988974674898216,0.004171792440859989,False,-0.4042418551451947,False,-1.0166052238443002,False,1.2631170307167867,False,0,False,0.3915095180724947,40.06306306306306,32.96470588235294,False,0.21551724137931033,False,False,False
40.0631_32.9765,40.06306306306306,32.976470588235294,3.0128755364806867,0.2833461149520033,0.006539041724496628,0.7791462757177929,37.3862660944206,36.626059439101184,0.0019485763645492851,False,-0.37435148327807705,False,-0.9989002644273206,False,0.3546425169822366,False,0,False,0.5235129800836045,40.06306306306306,32.976470588235294,False,0.16379310344827586,False,False,False
40.0631_32.9882,40.06306306306306,32.98823529411764,14.060085836909872,2.513334395004811,0.04040784254768784,5.223450660121308,42.170447578172904,48.32036173666282,0.005689020922911923,False,-0.3919327448923881,False,-1.0721972514857798,False,0.7171972750530798,False,0,False,0.40613477630045824,40.06306306306306,32.98823529411764,False,0.2672413793103448,False,False,False
40.0631_33.0118,40.06306306306306,33.01176470588235,16.068669527896997,0.19940381955864053,0.00394917196593485,0.5836399180443401,33.78969957081545,33.79460248989681,0.0013901724858343808,False,-0.4043466731941145,False,-1.8822904175019115,True,0.7901628894753938,False,1,False,0.6577060253361102,40.06306306306306,33.01176470588235,False,0.34913793103448276,False,False,False
40.0631_33.0235,40.06306306306306,33.023529411764706,6.0257510729613735,0.19940381955864053,0.00394917196593485,0.5836399180443401,33.78969957081545,33.79460248989681,0.0010846647855230812,False,-0.38420706664711424,False,-1.8421552988578984,True,0.23371550637662322,False,1,False,0.6584433905876066,40.06306306306306,33.023529411764706,False,0.33620689655172414,False,False,False
40.0721_32.6,40.07207207207208,32.6,7.030042918454936,2.267353174691984,0.0870098564515534,8.859600013704458,32.166768853464134,25.951689791774587,0.01605372900302935,False,-0.40929290405581226,False,-1.287964337036676,False,0.4097152240010502,False,0,False,0.4058838378980797,40.07207207207208,32.6,False,0.3017241379310345,False,False,False
40.0721_32.6118,40.07207207207208,32.61176470588235,5.991416309012876,1.8633559243393458,0.03787585493079611,5.052945789310087,34.875178826895564,37.116002205852794,0.0007004701556582578,False,-0.3800199674224905,False,-1.0005879813083862,False,0.6979644022997115,False,0,False,0.49365634525366886,40.07207207207208,32.61176470588235,False,0.2543103448275862,False,False,False
