grid_id,embedding_instability,grid_lat,grid_lon,regime_shift_embedding,cluster_switch_rate,regime_shift_clustering,regime_shift_consensus
39.5045_32.9529,0.34659839000750453,39.5045045045045,32.95294117647059,False,0.0,False,False
39.5135_32.5647,0.35844454859443886,39.51351351351352,32.56470588235294,False,0.0,False,False
39.5135_32.8353,0.2853114129688248,39.51351351351352,32.83529411764706,False,0.0,False,False
39.5135_32.8588,0.3262188903672354,39.51351351351352,32.858823529411765,False,0.03488372093023256,False,False
39.5135_32.9412,0.3467953042444568,39.51351351351352,32.94117647058823,False,0.0,False,False
39.5135_32.9765,0.34659839000750453,39.51351351351352,32.976470588235294,False,0.0,False,False
39.5225_32.6471,0.24743347823469286,39.52252252252252,32.64705882352941,False,0.0,False,False
39.5225_32.8,0.465515855886359,39.52252252252252,32.8,False,0.2558139534883721,True,True
39.5225_32.8353,0.2850903280494251,39.52252252252252,32.83529411764706,False,0.0,False,False
39.5225_32.8588,0.22458066738197646,39.52252252252252,32.858823529411765,False,0.0,False,False
39.5225_32.8706,0.24717069619366228,39.52252252252252,32.870588235294115,False,0.0,False,False
39.5225_32.8941,0.3466586381650229,39.52252252252252,32.89411764705882,False,0.0,False,False
39.5225_32.9059,0.34690683034127445,39.52252252252252,32.90588235294118,False,0.0,False,False
39.5225_32.9294,0.3468882854742142,39.52252252252252,32.92941176470588,False,0.0,False,False
39.5225_33.0,0.34659839000750453,39.52252252252252,33.0,False,0.0,False,False
39.5315_32.6,0.26118020385496643,39.531531531531535,32.6,False,0.0,False,False
39.5315_32.6118,0.2592286557133576,39.531531531531535,32.61176470588235,False,0.0,False,False
39.5315_32.8,0.4655753506972482,39.531531531531535,32.8,False,0.2558139534883721,True,True
39.5315_32.8588,0.2852214348182273,39.531531531531535,32.858823529411765,False,0.0,False,False
39.5315_32.8706,0.34659839000750453,39.531531531531535,32.870588235294115,False,0.0,False,False
39.5315_32.8941,0.3469490212347711,39.531531531531535,32.89411764705882,False,0.0,False,False
39.5405_32.6118,0.26097760404743536,39.54054054054054,32.61176470588235,False,0.0,False,False
39.5405_32.6235,0.2610437389629823,39.54054054054054,32.62352941176471,False,0.0,False,False
39.5405_33.0118,0.3469485321354295,39.54054054054054,33.01176470588235,False,0.0,False,False
39.5405_33.0235,0.3466586381650229,39.54054054054054,33.023529411764706,False,0.0,False,False
39.5495_32.5882,0.2474026025905186,39.549549549549546,32.588235294117645,False,0.0,False,False
39.5495_32.6941,0.5051193596114992,39.549549549549546,32.694117647058825,False,0.313953488372093,True,True
39.5495_32.8118,0.413241666066741,39.549549549549546,32.811764705882354,False,0.12790697674418605,False,False
39.5495_32.8471,0.2854349017999252,39.549549549549546,32.84705882352941,False,0.0,False,False
39.5495_33.0118,0.34659839000750453,39.549549549549546,33.01176470588235,False,0.0,False,False
39.5495_33.1176,0.6178438385360604,39.549549549549546,33.11764705882353,False,0.3023255813953488,True,True
39.5586_33.1059,0.6191053640391404,39.55855855855856,33.10588235294117,False,0.313953488372093,True,True
39.5676_32.7882,0.2985230594479625,39.567567567567565,32.78823529411765,False,0.16279069767441862,False,False
39.5676_32.8,0.2985230594479625,39.567567567567565,32.8,False,0.16279069767441862,False,False
39.5676_32.8471,0.2369567159902351,39.567567567567565,32.84705882352941,False,0.0,False,False
39.5766_32.7882,0.299242957951181,39.57657657657658,32.78823529411765,False,0.16279069767441862,False,False
39.5766_32.8,0.29905421946687266,39.57657657657658,32.8,False,0.16279069767441862,False,False
39.5856_32.6588,0.34926418404078413,39.585585585585584,32.65882352941176,False,0.011627906976744186,False,False
39.5946_32.5412,0.523065672670193,39.5945945945946,32.54117647058823,False,0.2558139534883721,True,True
39.5946_32.8353,0.23777541453279508,39.5945945945946,32.83529411764706,False,0.011627906976744186,False,False
39.5946_32.8471,0.2661932438419627,39.5945945945946,32.84705882352941,False,0.03488372093023256,False,False
39.5946_32.8588,0.42006968746619394,39.5945945945946,32.858823529411765,False,0.0,False,False
39.6036_32.6706,0.28273127138518056,39.6036036036036,32.67058823529412,False,0.0,False,False
39.6036_32.8353,0.3112952809016212,39.6036036036036,32.83529411764706,False,0.05813953488372093,False,False
39.6036_32.8471,0.31156270764907623,39.6036036036036,32.84705882352941,False,0.05813953488372093,False,False
39.6036_32.8706,0.42006968746619394,39.6036036036036,32.870588235294115,False,0.0,False,False
39.6126_32.6941,0.2610437389629823,39.612612612612615,32.694117647058825,False,0.0,False,False
39.6126_32.8353,0.3112952809016212,39.612612612612615,32.83529411764706,False,0.05813953488372093,False,False
39.6126_32.8706,0.42059376587881947,39.612612612612615,32.870588235294115,False,0.0,False,False
39.6126_32.8824,0.42006968746619394,39.612612612612615,32.88235294117647,False,0.0,False,False
39.6126_32.8941,0.42006968746619394,39.612612612612615,32.89411764705882,False,0.0,False,False
39.6216_32.6471,0.5230056540693071,39.62162162162162,32.64705882352941,False,0.2558139534883721,True,True
39.6216_32.6706,0.5230056540693071,39.62162162162162,32.67058823529412,False,0.2558139534883721,True,True
39.6216_32.6941,0.26097760404743536,39.62162162162162,32.694117647058825,False,0.0,False,False
39.6216_32.9059,0.42006968746619394,39.62162162162162,32.90588235294118,False,0.0,False,False
39.6216_33.0588,0.5694589842405365,39.62162162162162,33.05882352941176,False,0.27906976744186046,True,True
39.6306_32.5294,0.5230355259107835,39.63063063063063,32.529411764705884,False,0.2558139534883721,True,True
39.6306_32.5882,0.5230056540693071,39.63063063063063,32.588235294117645,False,0.2558139534883721,True,True
39.6306_32.7059,0.28547509930490855,39.63063063063063,32.705882352941174,False,0.0,False,False
39.6306_32.9176,0.42006968746619394,39.63063063063063,32.917647058823526,False,0.0,False,False
39.6396_32.7059,0.28557554413097685,39.63963963963964,32.705882352941174,False,0.0,False,False
39.6396_32.7176,0.24852710837463665,39.63963963963964,32.71764705882353,False,0.0,False,False
39.6396_32.9294,0.42006968746619394,39.63963963963964,32.92941176470588,False,0.0,False,False
39.6486_32.3294,0.6120798660810236,39.648648648648646,32.32941176470588,False,0.3953488372093023,True,True
39.6486_32.3412,0.6120495864789873,39.648648648648646,32.34117647058824,False,0.3953488372093023,True,True
39.6486_32.7176,0.28557554413097685,39.648648648648646,32.71764705882353,False,0.0,False,False
39.6486_32.8,0.3512408944243834,39.648648648648646,32.8,False,0.13953488372093023,False,False
39.6486_32.8118,0.2392389728886206,39.648648648648646,32.811764705882354,False,0.0,False,False
39.6486_32.9412,0.41981634010533664,39.648648648648646,32.94117647058823,False,0.0,False,False
39.6486_32.9529,0.41981634010533664,39.648648648648646,32.95294117647059,False,0.0,False,False
39.6577_32.4235,0.5346558564380546,39.65765765765766,32.423529411764704,False,0.011627906976744186,False,False
39.6577_32.4353,0.5064326419036508,39.65765765765766,32.43529411764706,False,0.011627906976744186,False,False
39.6577_32.7294,0.28724759002203465,39.65765765765766,32.72941176470588,False,0.0,False,False
39.6577_32.8,0.23217112736610554,39.65765765765766,32.8,False,0.0,False,False
39.6577_32.9529,0.42006968746619394,39.65765765765766,32.95294117647059,False,0.0,False,False
39.6577_33.0235,0.5502831685996791,39.65765765765766,33.023529411764706,False,0.26744186046511625,True,True
39.6667_32.4353,0.534613732724884,39.66666666666666,32.43529411764706,False,0.011627906976744186,False,False
39.6667_32.6706,0.3820638413387061,39.66666666666666,32.67058823529412,False,0.023255813953488372,False,False
39.6667_32.6824,0.3820638413387061,39.66666666666666,32.68235294117647,False,0.023255813953488372,False,False
39.6667_32.7294,0.2787152035367678,39.66666666666666,32.72941176470588,False,0.0,False,False
39.6757_32.4941,0.534613732724884,39.67567567567568,32.49411764705882,False,0.011627906976744186,False,False
39.6757_32.5059,0.47828084310781516,39.67567567567568,32.50588235294118,False,0.011627906976744186,False,False
39.6757_32.6706,0.3820338323159236,39.67567567567568,32.67058823529412,False,0.023255813953488372,False,False
39.6757_32.6941,0.3822185655903921,39.67567567567568,32.694117647058825,False,0.023255813953488372,False,False
39.6757_32.7294,0.28547509930490855,39.67567567567568,32.72941176470588,False,0.0,False,False
39.6757_32.8235,0.4132287881454173,39.67567567567568,32.8235294117647,False,0.046511627906976744,False,False
39.6757_32.8471,0.41243244087822245,39.67567567567568,32.84705882352941,False,0.023255813953488372,False,False
39.6757_32.8588,0.41243244087822245,39.67567567567568,32.858823529411765,False,0.023255813953488372,False,False
39.6757_33.0,0.5235918141312089,39.67567567567568,33.0,False,0.26744186046511625,True,True
39.6847_32.6471,0.3820638413387061,39.68468468468468,32.64705882352941,False,0.023255813953488372,False,False
39.6847_32.6588,0.3820638413387061,39.68468468468468,32.65882352941176,False,0.023255813953488372,False,False
39.6847_32.7294,0.2860187348410035,39.68468468468468,32.72941176470588,False,0.0,False,False
39.6847_32.7412,0.2860187348410035,39.68468468468468,32.74117647058824,False,0.0,False,False
39.6847_32.8118,0.2284972413546377,39.68468468468468,32.811764705882354,False,0.08139534883720931,False,False
39.6847_32.8235,0.4223028471659445,39.68468468468468,32.8235294117647,False,0.0,False,False
39.6847_32.9176,0.4132287881454173,39.68468468468468,32.917647058823526,False,0.046511627906976744,False,False
39.6847_32.9294,0.41205732422411734,39.68468468468468,32.92941176470588,False,0.023255813953488372,False,False
39.6847_32.9647,0.760693123840829,39.68468468468468,32.96470588235294,False,0.27906976744186046,True,True
39.6847_32.9765,0.41205732422411734,39.68468468468468,32.976470588235294,False,0.023255813953488372,False,False
39.6847_33.0,0.3570072465671323,39.68468468468468,33.0,False,0.0,False,False
39.6937_32.3529,0.2855708278674893,39.693693693693696,32.35294117647059,False,0.08139534883720931,False,False
39.6937_32.7412,0.29064251387412915,39.693693693693696,32.74117647058824,False,0.0,False,False
39.7027_32.3529,0.2927597612121604,39.7027027027027,32.35294117647059,False,0.05813953488372093,False,False
39.7027_32.6,0.38209416322270295,39.7027027027027,32.6,False,0.023255813953488372,False,False
39.7027_32.6235,0.3820338323159236,39.7027027027027,32.62352941176471,False,0.023255813953488372,False,False
39.7027_32.6353,0.3820338323159236,39.7027027027027,32.63529411764706,False,0.023255813953488372,False,False
39.7027_32.6471,0.38231511832459525,39.7027027027027,32.64705882352941,False,0.023255813953488372,False,False
39.7117_32.3529,0.3970629943386179,39.71171171171172,32.35294117647059,False,0.011627906976744186,False,False
39.7117_32.6588,0.3820338323159236,39.71171171171172,32.65882352941176,False,0.023255813953488372,False,False
39.7117_32.7529,0.2860187348410035,39.71171171171172,32.752941176470586,False,0.0,False,False
39.7117_32.9647,0.35696668961127764,39.71171171171172,32.96470588235294,False,0.0,False,False
39.7207_32.3412,0.44431599005767675,39.72072072072072,32.34117647058824,False,0.03488372093023256,False,False
39.7207_32.3529,0.4222165616052982,39.72072072072072,32.35294117647059,False,0.011627906976744186,False,False
39.7207_32.3647,0.46589513895602336,39.72072072072072,32.36470588235294,False,0.011627906976744186,False,False
39.7207_32.4118,0.48407822458752303,39.72072072072072,32.411764705882355,False,0.011627906976744186,False,False
39.7207_32.4235,0.41678146179966985,39.72072072072072,32.423529411764704,False,0.011627906976744186,False,False
39.7207_32.4353,0.43419150813118956,39.72072072072072,32.43529411764706,False,0.011627906976744186,False,False
39.7207_32.6588,0.39831486193756555,39.72072072072072,32.65882352941176,False,0.26744186046511625,True,True
39.7207_32.6706,0.38209416322270295,39.72072072072072,32.67058823529412,False,0.023255813953488372,False,False
39.7207_32.7059,0.4516664636229572,39.72072072072072,32.705882352941174,False,0.3023255813953488,True,True
39.7207_32.7529,0.2860187348410035,39.72072072072072,32.752941176470586,False,0.0,False,False
39.7207_32.8,0.23190748366366193,39.72072072072072,32.8,False,0.0,False,False
39.7207_32.9647,0.35696668961127764,39.72072072072072,32.96470588235294,False,0.0,False,False
39.7297_32.3529,0.39464447325504404,39.729729729729726,32.35294117647059,False,0.046511627906976744,False,False
39.7297_32.3647,0.4287659107597299,39.729729729729726,32.36470588235294,False,0.011627906976744186,False,False
39.7297_32.3765,0.5204867363809127,39.729729729729726,32.37647058823529,False,0.011627906976744186,False,False
39.7297_32.6706,0.35482874457717867,39.729729729729726,32.67058823529412,False,0.22093023255813954,False,False
39.7297_32.6824,0.48659204577472925,39.729729729729726,32.68235294117647,False,0.18604651162790697,False,False
39.7297_32.6941,0.7599675166029205,39.729729729729726,32.694117647058825,False,0.029069767441860465,False,False
39.7297_32.7176,0.5051905190556845,39.729729729729726,32.71764705882353,False,0.13953488372093023,False,False
39.7297_32.7294,0.4179303231407415,39.729729729729726,32.72941176470588,False,0.2558139534883721,True,True
39.7297_32.7412,0.43651639928618446,39.729729729729726,32.74117647058824,False,0.43023255813953487,True,True
39.7297_32.7529,0.3220131935029395,39.729729729729726,32.752941176470586,False,0.19767441860465115,False,False
39.7297_32.8,0.4554378282978343,39.729729729729726,32.8,False,0.22093023255813954,False,False
39.7297_32.8235,0.5518879249458829,39.729729729729726,32.8235294117647,False,0.3372093023255814,True,True
39.7297_32.8471,0.2072156641326579,39.729729729729726,32.84705882352941,False,0.0,False,False
39.7297_32.9529,0.35696668961127764,39.729729729729726,32.95294117647059,False,0.0,False,False
39.7297_32.9647,0.3570489405772292,39.729729729729726,32.96470588235294,False,0.0,False,False
39.7297_33.0118,0.40129932318335093,39.729729729729726,33.01176470588235,False,0.023255813953488372,False,False
39.7297_33.0588,0.3570072465671323,39.729729729729726,33.05882352941176,False,0.0,False,False
39.7387_32.5882,0.5850365873450544,39.73873873873874,32.588235294117645,False,0.19767441860465115,False,False
39.7387_32.6706,0.3628944182297141,39.73873873873874,32.67058823529412,False,0.12790697674418605,False,False
39.7387_32.7059,0.31036992549819015,39.73873873873874,32.705882352941174,False,0.0,False,False
39.7387_32.7176,0.5120431386847271,39.73873873873874,32.71764705882353,False,0.3023255813953488,True,True
39.7387_32.7412,0.6489429488522785,39.73873873873874,32.74117647058824,False,0.11627906976744186,False,False
39.7387_32.7529,0.37937868490324134,39.73873873873874,32.752941176470586,False,0.2558139534883721,True,True
39.7387_32.8235,0.8306047897508622,39.73873873873874,32.8235294117647,False,0.4069767441860465,True,True
39.7387_32.9882,0.3570072465671323,39.73873873873874,32.98823529411764,False,0.0,False,False
39.7387_33.0,0.35696668961127764,39.73873873873874,33.0,False,0.0,False,False
39.7477_32.4,0.48407822458752303,39.74774774774775,32.4,False,0.011627906976744186,False,False
